id,essay,prompt,formal_register,thematic_coherence,narrative_rhetorical_structure,cohesion
383,"[T] A pintura narete 
Encontrei em cima do ármario potes de tintas resolvi pintar a parede 
[X] quarto alguns animais pintei varios animais e fui sair com
o meu irmão 
[P] Quando voltamos não havia nenhuma pintura resolvi pintar denovo
[P] De manhã tinha sumido novamente começei a ficar assustada 
achando que era um monstro 
[P] Fiquei a noite toda para ver o que acontecia derrepente ouvi um 
açobio e uma luz me enrolei com a coberta quanto vi era a 
minha irmã limpando a parete do quarto com a  lanterna
na mão
[P] No dia sequinte eu , ela e meu irmão pintamos tudo de novo","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,3,4,3
454,"[T] As tintas
[P] Um certo dia uma menina chamada Alicia, estava
brincando no seu quarto até que olha para cima e 
encima do seu armario tinha uma enorme caixa de tintas até,
que ela pensou em ir até a cozinha pega o banquinho, ela foi até
a cozinha pegou o banquinho , e pegou a caixa de tintas, depois
de ter pegado as tintas, ela foi no seu material escolar e pegou
o seu caderno e arrancou varias folhas para brinca de tinta,
ela ficou horas e horas pintando fazendo florzinha, jardim e sua
familia, até que ela teve uma de pintar as paredes e o chão
ela ficou com medo de sua mãe chingala e colocar ela de castigo,
mais mesmo assim desenho, na parede varias árvores com frulinhas as 
frutinhas eram morango, maça, laranja, [?] jabuticabas e varias outras,
no chão ela desenhou toda a sua família colocou suas tias seus
tios sua mãe seu pai todo mundo, depois ela desenhou sua madri-
nha o seu padrinho, até que sua mãe entra no quarto e
se depara com aquela cena ela ficou muito irritada e ela
pro banho e limpou toda aquela bagunça limpou o chão limpou 
as paredes limpou todo o quarto dela e quando ela saiu do banho
ela ficou chateada porque a mãe tinha limpado tudo! tudo!
tudo! tudo! não tinha sobrado nada! nada mesmo, ela ainda
ficou de castigo ela ficou no cantinho do pensamento
mais a sua mãe tirou ela conversou com ela e falou que
não pode fazer mais isso por que [X] todo o quarto
dela a parede teve que pinta tudo de no o chão teve que 
lavar a cama dela ficou sujo e teve que limpa
todo de novo e deu muito trabalho por 
que ela estava cheia de coisas para fazer.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,3,4,3
264,"[T] A grande árvore
[P] Era uma vez uma árvore muito grande eu estava
sentada na praça junta com a minha amiga
Maria Clara de repeite nos olhamos para cima o
galho caio e depois disso a gente saiu e nos 
fomos comer na hora que nos voltamos para lá 
na hora que nos vimos os galhos no chão a
gente ficou bem triste porque os galhos tinham caido em cima dos bancos onde a gente 
sentava nois ficamos tristes porque os bancos
eram muitos legais a gente brincavam em
cima deles e nos fomos em bora depois passaram 
os dias passaram foi passando teve um belo
dia. Que eu chamei a Maria Clara pra nos
irmos lá na hora que chegamos lá tinha uma
bicilceta não tinham dono ou dona nos pegamos
e devidimos cada uma andava uma vez e depois 
nos olhamos para o chão e tinha caido da
bicilceta porque o banco era muito alto e eu
levantei não maachuquei não chorei a bicilceta
tambem ela era muito alta de mais nei
aguentei a sobi se e nei comceguia e chamava a 
Maria Clara de Maria...","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,1,4,3
1220,"mais eu não sabia de quem era essas pegadas, ainda bem
que minha vó e o meu avô estavam comigo por que eu
estavá com muito medo so que alem de eu está com
medo eu queria saber de quem era essas pegadas enor-
mes.
[P]Então eu chamei minha família para seguirmos aquelas
pegadas. e aí eu e minha família fomos seguindo aquelas
pegadas [X] para descobrir o que tinha parado o ônibus; e parece
que a ""coisa","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,1,3,3
232,"[T] A Pintura
[P] Eu encontrei em cima do ármario Alguns
potes de tintas e decidir pegar. Algums desenhos
de animais no meu quarto fiquei horas e horas
pintando o meu quarto quando eu voltei
[X] tudo fora de [X]. A roupa espalhadas
gaveta bagunsadar.
[P] Então fiquei triste toda pintura, estragadar
e decidir errumar tudo pendurei todas roupas
no cabide colocar as gavetas em ordem
tirar toda tinta limpar tudo limpar os
moveis
[P] O chão troquei as roupas de mas
que caiu tinta. Meu quarto ficou límpo
e minha mãe adorou, elogiou ficou 
tudo maravilhoso e aprendi a ser.
organizadas com minhas coisas.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,3,4,3
444,"[T] As pinturas 
[P] Um dia, em cima do armário achei potes de tin-
[LC]ta guache e fiz algumas pinturas na parede do meu
[LC] quarto. As pinturas era de animais, plantas, lugares e
[LC] veículos. No dia seguinte, encontrei mais tinta e fiz pin-
turas melhores e as colei nas árvores do quintal,
na parede da cozinha e na sala.
[P] Quando chego uma visita fui elogeado junto
com a minha família. Eu poderia ser até pintor, mas
é melhor ser veterinário quando adulto.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,2,4,3
395,"[T] A tinta que brilha no escuro
[P] Clara chamou sua mãe Carla e perguntou, o porque [X] [X] a
pintura que ela havia feito na parede de seu quarto e o porque das suas roupas
está todas no chão. Sua mãe falou que não sabia o por que.
[P] Ela foi perguntar para seu pai que se chamava Gabriel, mas ele disse
a mesma coisa que sua mãe, mas ela não desistiu, perguntou para sua a-
vó, seu avô, para seu tio, mais não conseguiu acha quem fez aquilo no qua-
rto dela.
[P] Quando ela foi dormi apagou a luz e derrepente os animais que e-
la havia pintado na parede estava brilhando, Clara ficou encantada cor-
reu para contar para seu spais, tios e tias e seus avós todos ficaram impre-
cionados com tanto brilho. Porém, ainda tinha o misterio das roupas fora da
gaveta.
[P] Passaran alguns dias que clara estava investigando esse miste-
rio das roupas fora da gaveta, porém ela não conseguiu acha quem fez
isso, a partir daí, Clara começou a ver coisas estranhas com sua gata
e cachorro, que se chamavam Lina e Tone, ela estranhou por que eles
estavam indo para seu quarto todos os dias sempre hás oito horas da mânha,
que era a hora que Clara estava tomando seu café da mânha. Quando
ela chegou ao seu quarto todas as suas roupas estavam no chão e foi
assim que Clara descobriu o por que suas roupas estavam no chão
naquele dia da pintura na parede.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,3,4,3
836,"[T] [?]
[P] Eu gosto [?] [?] [?] [?] era [?] [?]
rio i minha prina e [?] tia estavam [?] [?] [?] casa
quando eu acordei hoje minha mãe não [?] [?]
cheguou em casa 12 00 horas da [?] , [?] [?] [?]
comprado um presente para mim e então perunte sara
ela o que tinha dentro da caixa ela se recusou a [?] , então
eu abri a caixa e vi que tinha varias [?] eu agraaeci
a minha mãe e fui pintar, algumas coisas no meu [?]
pintei até que me deu sono decidi ir dormir quando acordei
vi que não tinha mais as pinturas que tinha feito no meu-guarda
roupa, quando eu olhei para o chão vi [?] [?] [?]
de tinta fui decendo as escadas quando cheguei no [?]
degral da escada as luzes se apagaram na [?] [?] [?]
medo até que vi uma carta no chão, li na carta [?] [?] ir
para o quintal vi que tinha varios desenhos nas paredes com
cor neon e algumas luzes neon e até que tudo se [?] do
nada cai duas cartas encima da miha cabeça a [?] cart
tinha varios desenhos bonitinhos e a segunda carta estava
dizendo para eu ir no portão que tinha uma caixa [?] [?]
carta na carta estava escrito [?] aqui é sua prima [?]
aconteceu um imprevisto, eu e a mamãe [?] [?] [?] para
casa, deixamos um lindo vestido para você [?]
de aniversário. Sua mãe disse que e para [?]
sua festa de 15 anos está acontecendo [?] [?] [?]
prima feliz anivérsário","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",4,4,5,4
176,"[S] [T] minhas tintas

[P] Certo Dia... Eu Estava no campo com meu gato De SeNhando as
pessoas os animais as plantas , mar etc ... meu gato acabou fugindo
eu fui atrás dele mais ele core de mais , então eu [X] [?]
[X] porque Deve te Fugindo Ele Estava correndo
De mais não concegui e Atras Dele e ele Entrou
num Beco escura Eu Fui para casa ja no outro dia
Ele Foipra casa com muita tinta Espalhado nele eu me 
perguntava porque ele Estava cheio de Tinta o porque 
ele tinha Entrado na quele beco escura e saiu 
cheio De tinta ele era muito Es perto e el e
me le    vou para o beco quanDo Eu EstAvo paseando 
com ele Aí condo Eu Entrei no beco Axei tintas [X]
tinha Tintas E no Final era ma  gi co .","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,3,5,3
18,"
Choveu muito naquele dia com trovões muito altos vindos do ceu
e depois que a chuva passou encontrei no quintal da
minha casa uma pedra muito brilhante o menino achou um
diamante muito <i> em sua casa pegou e quando em sua
casa juntei em um copinho pequeno mas a <i> 
 e na sua mãe descobriu que eu guardava um diamante muito
brilhante e peguei para ela para <i><i> de
Diamante","Chovia muito naquele dia, com trovões muito altos, vindos do céu. E depois que a chuva passou, encontrei no quintal da minha casa uma pedra muito brilhante.",2,2,3,2
1083,"[T]Livros voadores
Eu Estavo Lendo meus Livros atê que o
Livro começou a Se meter e a tremer muito
Eu tava com meu amigo [?]
A [?] Nem mecheu Nó Livros [?] ele começou
[LT]A Se [?] quando a gente reSolveu [?]
[LT]Os outros livros comeSaran o se mexa tambem
[LT]até que Nós Ficamos com muito medo!
[LT]E Foi ai que a gente teve que Fica PeSando os
[LT] [?] em Pouquinho em Pouquinho
[LT]Até acabar as Folhas deu muito trabalho
[LT]Nós Ficamos muitos CanSados até que os livros começaram a voar os
[LC]livros começaram de repente o vento Ficou [?]
[LC]ver se [?] mas nós não conSeguimos [?] os livros
[LC]Eles eStavam muito [?] tentamos [?] em cima do cama - do Quarda
[LC]roupa e do [?] mas não conSeguimos [?] atê
[LC]Que Pararam de voar e FeZ o maior bagunça Quardamos
[LT]os Livros [?]","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,1,4,3
745,"[T] Os lápis mágicos
[P] Era uma vez uma menininha chamada Lara ela estava entediada pois
naquele dia estava chovendo e Lara não podia fazer nada pois não
tinha nada para ela brincar ou fazer mas naquele dia sua mãe Elena tinha
uma surpresa para ela, ela tinha comprado varios lápis novos e ela disse para
ela:
- Filha tenho uma surpresa para você (disse Elena)
- O que é! mamãe? (disse Lara)
- Lápis novos (disse Elena toda sorridente)
- So isso? (disse Lara toda desanimada)
[P] Mais o que Lara não sabia era que esses lápis eram mágicos. Então ja que ela
não tinha nada para fazer ela não tinha outra opção a não ser brincar com
seus novos lápis.
[P] Então no começo ela começou a [X]  uma maçã e minutos depois ela foi
almoçar e quando ela voltou seu desenho avia sumido ela achou que foi seu irmão
Lucas que avia pegado seu desenho então ela foi no quarto dele e perguntou:
- Foi você que pegou meu desenho? (perguntou Lara)
- Não, deve ter sido a mamãe (disse Lucas)
[P] Então ela foi la e perguntou a sua mãe:
- Mãe foi a senhora que pegou meu desenho? (perguntou Lara)
[P] E sua mãe respondeu:
- Não filha (respondeu a mãe)
[P] Então Lara voltou la, e la estava uma maçã então ela desconfiou um pouco
então ela fez outro desenho mais ela não saiu de la.
[P] E ela viu que tudo que ela dezenhava virava de verdade então ela desenhava
tudo que ela amava e queria ter.
[P] Sua mãe perguntou: [X]~
- O que é isso tudo? (disse Elena furiosa)
e ela explicou:
sua mãe não acreditou então Lara fez um desenho e mostrou sua mãe
- Viu que eu não estava inventando (disse Lara)
- Uau (disse Elena imprecionada)                         explicação
                                                                                  [X]: erro","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",4,2,4,4
867,"[T] a Menina rosinha, 
Era uma vez a menina Ela Foi passear 
sossinha e lobo vel a menina ouvil 
um barulho na casa dela e vel uma 
pessoa passando na janela e foi ver e 
quaze pego ela e queria levar ela junto 
com ele e ela bateu mele e ele dismanho 
i depois ela Charilo ele no quarto 
depois o lobo acordo e vil que tava 
trancado teto abrir e depois ele vil 
que a janela era de vidro e ele 
vil uma pedra e quebrou a jamela 
e fugiu pro mato e quis come carne no 
mato e vil uma galinha para comer 
e a menina recolheu a galinha para a 
galinha bota e a menina foi pegar o ovo","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,1,3,3
595,"[T] O Misterio das Tintas 
[P] Um dia uma menina chamada Maria estava sem [X]da
para fazer, então Maria decidiu pintar as paredes do 
quarto dela, mas tinha um problema, Maria não sabia 
onde Tinha Tintas. Então Maria começou a procurar 
a Tarde Toda, [X]té que ela achou as tintas em 
cima do armario dela, Maria ficou horas pintando 
as pareder varios animais, ela desenhou elefantes, 
girafas, leões etc... 
[P] Já era Tarde da noite e sua mãe mandou 
ela tomar banho, quando Maria voltou para 
seu quarto, as pinturas haviam desaparecidas! 
e as roupas das gavetas estavam todas espalha-
das no chão. Maria ficou muito chateada. 
Mas na noite seguinte Maria ficou que ia 
resolver isso. 
[P] Finalmente chegou o dia de resolver o 
mistério. Maria vai andando na rua para resolver 
o mistério até que finalmente ela achou 
quem roubou as tintas e fez quilo tudo.
Maria começa a perseguição e pega a pessoua 
[?]","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,3,5,3
61,"Em um belo dia de sol eu andava
pelo bairro da minha cidade pensando o que eu
poderia fazer para me ajudar pois esta em uma
situação bem ruim financeiramente eu olhei para o 
céu e pedi a Deus que me ajudasse logo
depois começou a escurecer eu fui correndo
para casa começou a chover muito forte com trovões
no céu altos, muitos fortes logo ai eu fui ate
a janela para ver os trovões e vi uma pedra
não uma pedra qualquer ela era brilhante as
luzes dos trovões refletam nela fazendo com que
ela ficasse mais brilhante eu fiquei muito curiosa
porque o que poderia ser aquilo no meu quintal
tão brilhante e atraente a chuva foi se acalmando
eu fui dormir anciosa para que o amãnha
chegasse, no outro dia de manhã bem cedo
eu acordei e fui direto lá fora ver o que era
quando fui chegando bem perto vi que era um
diamante bom não sabia se valia algo ou se
tinha algum valor nele então fui em um lugar
onde viria se isso era real ou não e quanto poderia valer
Chegando lá o moço passou horas <i> pois
nem ele podia <i> ele olhou para mim e disse
é realmente um diamante que vale 2 milhões de reais
ele me deu e eu voltei feliz muito feliz pois sabia
que era Deus que tinha me ajudadado.","Chovia muito naquele dia, com trovões muito altos, vindos do céu. E depois que a chuva passou, encontrei no quintal da minha casa uma pedra muito brilhante.",4,4,4,4
272,"[T] A imaginação
um dia eu e meu irmão Arthur estava
Andando na rua quando eu e ele encontrou uma
Caixa Cheia de tintas amarelo, azul, rosa, preto e etc
A gente pegou as tintas e continuou a andar
Quando Arthur e eu tivemos a ideia de pintar a
Nossa casa primeiro pintamos o muro depois
A coxinha pintamos nossos quartos depois pintamos
o muro de azul forte a cozinha de Verde fraco
Depois fizemos detalhes nos quartos [X] [X] rios e etc
A casa era cinza não tinha nenhuma pintura
Depois que fizemos as pinturas a casa ficou alegre
Depois de terminar agente foi para o parque
De diversão agente foi na roda gigante depois
Quando agente Voltou do parque de diversão foi quando
Apareceu muitos animais Elefante Girafa Gato cachorro e
Muitos mais eu e meu irmão Arthur gostava muito de animais
Agente começou a brincar com os animais eu brincava com
A gata e o cachorro e muito mais o que eu mais gostava
Era o gato preto um dia eu fui dormir quando eu acordei
A gata era muito bonita eu e meu irmão dava ração todos
os dias a gata tinha três filhos um dia a gata estava 
muito triste quando eu e meu irmão viu um dos filhos da gata
Morto eu e meu irmão ficou muito triste tetamos alegra
A gata mais não conseguia dava a ração preferida
Ela não ficou feliz com nada até que um dia ela estava
Muito feliz eu e meu irmão não sabia o que era eu e meu
irmão foi até a casa dela quando eu vir um filhote de
Gato depois disso eu e meu irmão foi comprar ração quando
Voltamos não avia nada era tudo imaginação.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",4,3,4,3
1158,"[T]o quarto
[P]eu fui no meu amigo quando fui no meu quarto
e quando vim minhas mãe roupas e tintas
foi no meu pai na minha mãe no Inmão na inrmã
no meus primos nas meu a vovôs no meu tio
na minha tia por meu amigo que tava lá na minha
casa por inmão fui na rua era meu gato gago","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",2,2,3,2
278,"[T] A mala, o ônibus e muitas a veituras 
Atenção, passageiros! V
Vamos logo embarcar, 
peguem já suas bagagens,
No Ônibus vamos entrar!
puxa! Que mala pesada
fica até dificil Subir,
Quase cai da [X]
até que enfim comsegui!
apoio a mala no joelho,
pra colocar na bagageiro.
Ufa! Que baita esforço
Quase cai no passageiro
Sento na minha poltrona,
Começo a assobiar,
estou esperamdo ansiaso,
A Viagem Começar!
Matorista dá o partida
O Ônibus começa a andar,
Quebra malas, por toda pista
faz toda mundo balançar?
pra direita, [X] esquerda, 
O Ônibus Começa Virar.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",5,1,1,5
1186,"[t]             Laura a modelo
[p] um certo dia Laura estava mexendo no guarda roupas
de sua mãe onde fica as maquiagens da mãe de Laura a
mãe dela foi ao mercado Laura aproveitou para mexer
nas maquiagens de sua mãe.
[p] E então Laura ce maquiou toda a mãe de Laura voltaría
as 17:00h cinco horas da tarde [s] e Laurace maquiou as
16:00 h quatro horas da tarde [s] a mãe de Laura a mãe de Laura foi ao mer-
cado fazer as compras do mês e quando Laura descobrio que
faltava uma hora! para a sua mãe chegar ela lembrou da
maquiagem.
[p] Então correu ate o chuveiro Laura tomou o banho mais lim-
po de sua vida depois do banho ja era 16:30 então limpou a sujei-
ra que ela tinha feito e guardou as maquiagens e ce sentou e assis-
tio desenho e apa gou no sono e dormio ate sua mãe chegar
e quando mãe chegou vio a tv ligada e Laura dormindo no sofá
ela desligou a tv e guardou as compras.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,2,4,3
694,"[T] O passarinhos e a menina
[P] Eu estava passiando eu tava cansada
então eu vi um passarinho então eu falei eu vou pegar
aquele passarinho para mim ela voava meio rapido,
é muito alto Então eu sentei no tronco de uma árvore
é ai eu vi 2 passarinhos perto de um ninho então
eu vi os passarinhos
[P] Estava esquentando os seus ovos para nacer os
seus bebes então eu sai da lá para nacer
[P] Os passarinhos então depois de muito
tempo eu não vltei lá
[P] Eu fiquei muito feliz porque eu vi os passarinhos 
que eles estava já estava mansinho os passarinhos
[P] Muito bonitos os passarinhos
então todo os dia eu estava indo lá
Para dar resto de comida para eles
só que um dia que eu percebi que estava
[P] Sumindo passarinhos então eu
pessei que era gato comedo os passarinhos de noite
antes tinha 10 passarinhos
[P] só que agora eu fui lá de novo so tinha 5
passarinhos então estava ficando triste
[P] É no outro dia não tinha nas menhum passarinhos
então eu fui para casa então eu estava triste porque
eu pessei que os gatos tinham comido todos os
passarinhos so que eu vi que os passarinhos ja estavam
voando.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,1,4,3
368,"[T] A pintura
Eu estava em casa, assistindo Bob EsponJa  , até que minha mãe chegou 
em casa , e me disse assim , - venha ver oque eu comprei ! -  disse a minha mãe . Eu fui correndo pra lá , eu vi que era várias tintas e um pincel ,
Eu feliz disse -UAU ! - e eu fui correndo fazer meu caderno de dezenho , abri a tinta 
E conecei a pintar , fiz um elefante e uma girafa , minha mãe chegou no quarto 
E gostou do meus dezenhos , e eu dezenhei mais um animais ! ele era um gato 
E ela disse assim - Que lindo ! meu filho é um artista ! - eu feliz disse - muito obrigado! , eu fui para a casa da minha tia nesse mês e lá estava minha 
Prima ! , eu fui mostrar a ela mais ela dezenha mais , ele ! ele o meu tio ! fui correndo [?]
ele , mais ele estava trabalhando , eu fiquei triste mais . . . A minha tia  ! eu [?]
ela e mostrei o dezenho , ela falou assim : AI [?] que vou botar no museu","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,3,4,3
945,"[T] o livro diferente
[P] um dia eu estava lendo um livro de contos de
fadas quamdo as letras começaram a se movimentar
tentei seguralas mas não consegui seguras elas se
espalharam pela casa derepente aparecen um aragão com
muita fome e depois apareceu uma fada e tentei pegalos
mais não consegui depois apareceu um lobo e mais três
porquinhos peguei o livro e fechei para não sair mais
nenhum personagem tentei pegar os três porquinhos mas
so consegui pegar um abri o livro e o botei de volta no
livro senti um bafo podre atrais de mim olhei e era o
aragão corri para a cozinha e ele me seguiu abri a geladeira
peguei um pedaço de carne dentro do livro ele entrou
e eu fechei fui atrais dos dois porquinhos achei um
brincando na lama fui correndo para pegalo me sujei todo
na lama peguei fui ate o meu quarto abri o livro e botei o
porco dentro do livro fui procurar achei ele na sala dormindo 
fiz muito silencio para não acordalo peguei ele de vagar
fui em silencio pro quarto abri o livro e botei o porco
dentro do livro fui atrais do lobo procurei muito depois
achei ele dentro da geladeira atrai ele puxando o rabo
do lobo e sai correndo com ele me perseguindo com
tanta raiva que queria me matar ele pulou encima de
mim e en car imediatamente peguei o livro e Botei ele
dentro do livro depois peguei a fada e botei ela dentro
do livro depois fui dormir muito cansado e com uma
Bagunça enorme.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,1,5,3
872,"[T] a arte
Um dia Eu pedi minha mãe para comprar várias
tintas coloridas para eu pintar Um lindo desenho
para dar ela no dia das mães. quando minha mãe
comprou só tinha cores primárias mas eu queria
sercúndarias dai eu pensei em misturar as tintas
deu nas cores que eu queria. depois disso desidi
que pre[X]isava de mais tintas mas não tinha
dinheiro. dai que saiu a ideia de pintar quadros
de desenhos para vender fiz da mona liza que
custava 1.000 reais por que demorou 22:00 horas
por quê era muito delicado. depois fiz O rosto
da diretora e demorou 21:00 horas. depois da
sala de aula que foi atê 00:00. foi 2.000
o quadro da diretora foi 200 reais O da sala de
aula foi 2.000 por quê fiquei com muito sono.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,3,4,3
916,"[T] eu e os animais 
[P] [LT] eu uma menina andano pela
[LT] casa e achou uns pote de tinta no
[LT] armario e resolveu pinta o quarto
[LT] dela ai ela resolveu ir na cosinha
[LT] beber um copo de água ir cando ela
[LT] voutor não tinha [?] [?] [?]
[LT] a girafa nem o elefante e [?] e ela
[LT] viu [X] tanto de [?] pelo chão dela
[LT] então ela acha que os animais saiu da 
[LT] parede e espalhou as roupas dela pelo chão
[LT] air eu ficou prucorando os animais.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,3,3,3
760,"[T] Pintando minhas artes
[P] Encontrei umas tintas e resolvi
pintar uns desenhos. Fiz as pinturas
nas paredes com ajuda dos meus
amigos. Quando eu e meus amigos 
estavamos pintando escutamos um
gato miando quando a gente foi
olhar encontramos uns gatinhos
bem fofinhos com a mamãe deles.
Resgatamos eles e fiz uma doação
e os meus vizinhos adotaram eles e
eles tiveram lares para morar e
essa aventura foi muito legal.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",5,3,4,4
847,"[T] [?] Pintano na minha casa
[P] Estava com [?] [?] [?] na minha casa rurau e estava conversando com 
ela [?] resolvi [?] pintar um [?] bem [X] bonita para eles ficar feliz em
começamos a pega  [?] papeis ate ficamais com muito papel.
[P] E começamos pegaos [?] eo pinceis para pinta as folha com um
desenho bem lega um [X] irmão desenho um caminho bem lido e outro estava
la brincando carinho com meu primos em quantominho mãe, minha tia
na [X] cosinha e no estava no quato pintano os papel uma pintur
a muito colorida e bonita minha [X] não gostou muito.
[P] Os meus [X] primos queria asabre como eu pintei um tela e tão
lida [X] queria sabe e aprende e [X] então eu peguei mas
pintar e  tela para ensina eles a pintar.
[P] E ai eu comecei a ensina eles fizeram e telaniuto
bonita e minha tia ficon eles e feliz poique eles [X] aprendeu
pinta. 
[P] E então eu foi pega as tela que eu ja tinha pintada na
s [X] eu achei minhas coisa no chão muito bagunçado e [X] [X] queri a
[X] sabe quem fez isso quem mecheu [X] no meu descobri que fo meus
imaos.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,3,4,3
547,"[T] Layla e Lola
[P] Layla ama pintar desde pequena. Ela encontrou
em cima do armário alguns potes com tintas, ela
foi pintar um quadro de flores.
[P] Layla foi no banheiro e quando voltou e foi no
quarto quando Layla entrou quarto sua pintura
estava toda arruinada por que sua irmã Lola estragou,
Layla ficou muito brava. e foi fazer outra pintura
[P] Ela fez para sua mãe, e foi entregar sua mãe
amou, Lola viu e ficou muito brava e com inveja
então Lola foi no mercado comprar os ingredientes
para fazer um bolo para sua mãe, a mãe amou.
[P] Lola não gostava de Layla e nem das artes,
Layla gosta muito de Lola e não entende o por que
Lola não gosta de Layla.
[P] Layla resolveu fazer uma pintura para Lola, Layla
entregou a pintura para Lola, Lola gostou muito e
pediu desculpas para Layla.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,3,4,3
